2025-12-10 21:46:28: Server: SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.14
2025-12-10 21:46:28: Server KEXes: sntrup761x25519-sha512@openssh.com,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,ext-info-s,kex-strict-s-v00@openssh.com
2025-12-10 21:46:28: Server Host Keys: rsa-sha2-512,rsa-sha2-256,ecdsa-sha2-nistp256,ssh-ed25519
2025-12-10 21:46:28: Chosen Host Key: ssh-ed25519
2025-12-10 21:46:28: Ciphers: chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com
2025-12-10 21:46:28: MACs: umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1
2025-12-10 21:46:28: Auth: start: publickey
2025-12-10 21:46:28: Auth: publickey: no keys available
2025-12-10 21:46:28: Auth: start: password
2025-12-10 21:46:30: -- Analysis Started by On File Change, After Delay
2025-12-10 21:46:30: /.git: Conflict: File Modified on Both Sides
2025-12-10 21:46:30: /.git/index: L:TimeSize<>; Conflict: File Modified on Both Sides
2025-12-10 21:46:30: /.git/objects: Conflict: File Modified on Both Sides
2025-12-10 21:46:30: /.git/objects/01: Same Deleted, Diff Gens; Deleted, Vert Cond Resolve; Conflict: File Modified on Both Sides
2025-12-10 21:46:33: /.git/objects/7f/8826a7ce2d828119df8735cb434935e3899378: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/86/f692df9b4d4156fd48761d6b43bdab02e9ec6a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/87/fa300dd2a756475094e3b888abe05b0db01b55: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/89/19aba6fa8f3cb89fd61ec96993320cd466c591: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8b/7c94a0fc25222d43884d8b2705901ba788b3b5: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8c/0ae85071cd242fc91bd21531e2135b9290fa08: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8c/3fb5f27f36c7c51c9bfad38c7e97dca5b33d73: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8c/75dfab6701cdb80f0fc536a0d05af5715e2d6b: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8c/e0dba5df0499ba88c6fc403d9b9eaca2e37e15: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8b/9415d33ca209374dff04e727efde0956b4addf: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8a/1296b688b8c16c8ca1f382fa174f5307f7ad7a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8a/6ddf343ca08150b173bb3d33bad273e3d85086: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8a/a14e33596fae43b7467995c6ac1a5c5c65b1e3: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8a/d0fbb85026ecee1f63f6d8409ba89b2790af56: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8d/39f67ca21b61949b6b6b3c992bcb86d9531fd5: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8d/5056c44dc185815c66823bf5296a47e7e78fdc: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8f/94fbd4184bce02ea1870fc90676a8c40d12df6: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8f/e223efcf34441f61e0aa1e148aa0489374167c: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/8d/c7284782b6931382ab77c31353ff06459beabc: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/91/b8b60b3cb33a0a1046e475775d9dd7326d12d8: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/90/274cb2cf9c18193898d18dd717a4b865cb7ca0: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/90/f0876ca2fb46391646513c744061e7618d02ec: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/90/f16ac423306907412bd36e4188983d17dc27e4: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/93/722d9632d21958796db49ed989786a753dc4e6: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/94/d3bff75a85819c2a40c6aaf82fd72316c40be8: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/96/cfbf00c86ff968e3c7ac12b703980e20944055: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/95/b8fa41471c5e73a11379f0d8f753bdff576ef9: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/95/277dd51f4a81177bbae7bbc209863dc0c0f05f: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/99/1d1c54972d41c6277df510b58d346248b7e642: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/97/073e2f2b5f71246148c9fdece6f6a4bc9f56c8: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/97/7d99523e2b1b1807fb5d2186375bb4fde9db1a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/97/bc79a6bf664d7dfd4b5fa9e44d4e93393ecf57: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9b/741990836c2b26726cab667256e754ecef0e81: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9c/b445139f7e19d160349875c34a812ce6015e79: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9b/df53f6f04906a94eed766a46fe84b131c4e234: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9b/ebd872fba62f72ff36a0872da65881124be7a7: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9b/f16d340bb30c808c7c043f5f843c75bb82823b: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9e/2a70c23c299f370db63babb6a9ca3a5ed991a6: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9f/3776e25072eb1fa9cfe5abefff05b6c6075f3e: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9e/ae4ed9ebc9476535eb5a428a3ee611a6163907: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/9e/dd7b515703758643fae376e130ed30ff22a387: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/a3/1ccba8cb3913281102f2b45ad71693b1acf2eb: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/a4/39167c02f65afe7a659aac97214a582ef8f0e8: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/a3/211e1db45695077351f10debebddbc7dd1470a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/a0/12510f8d73da417c7f57a581ec35e90f2daa34: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ab/14a09da7fedcb6bfe0b60a12a6a81840a5d39b: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ab/bb6e488830e81e753e570b1b246ad9943a7d28: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ad/255430b7e1d728a5838ec4f0741c97bee94b7a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ae/538b39f807a7d5831af9d4faa4a012e50c02fd: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ad/61ecb5d77a89d4aa61d7ecc5865c8c70e953b2: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/af/347d814344d2fb6f78adc118c4019add1f7954: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b0/f31ffda82d491be56afda2e2ae157781ab80fb: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/af/8bd5d837fd5b303c918203047bafdcb35efd30: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b1/408ad7479bd1ccf9481e8d2d984ce4f54cf78c: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b1/8ff65c388130a823fa10afb31b5c9090347ff4: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b1/bde91e97ba50926954caf71bda86414db68167: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b2/89a04205ab8c9c0e257d5d7514c274626bd370: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b3/44346bff4217cbfdac0086f35f35caf067ae7d: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b3/a209a1bf39bdcbc7be3720914014f9a013e79d: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b2/cf6ef57823a1ea4d81babbd1fc34eac0c2bd7e: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b4/18f1940579ea09ee70e32606a44b55915b671d: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ba/1addb7c98c79dee4653ac0f6d6efa721b152eb: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ba/d5d55a8167a0f2b5e45e56339c1a114dac38fb: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b7/93ac4f2b46f0df0a2b412d793711aa5881afd1: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/b6/044e6cef97aeb1651c23443ea947458ea60d92: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/be/14ddc8be9135d743a37effd9b4e1b413211f18: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/bc/8af6e637e427447b41e1f721b75a51975261c5: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/bf/d3258ee4c8e1cabe522fce03f78b2027265418: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/c3/e147dca55f6f3682643a974f1bb261974f31e0: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/c0/3a779f08b1024f5eca4494b1eeee5c70957669: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/cb/3a8cea7f473f2a0c4c55ee97f366bb06cbb768: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/cd/647c41bae4aecb605e77945ee38d21c4956eb8: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d1/70fda528a20601be50d6ac408c937b1b9e1de1: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d0/40872eb7f846dda41e52eb6e07f2103e59c54e: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d0/5810ea3a3ebdc9d121d04b0495df77b152495e: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d2/f684e62f48955f39743245417da9f3d6559dd3: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d3/e7a614fe5e7a130903476ca491b483e7458a47: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d6/78ed876baa6643277154270950672e60e08101: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d4/0a388d802881ac83d335d24df72647f69faeea: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d7/ca7ca5c2504c8430504553232b6a98d38f1aa0: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d7/f96c38a6175ef845922918ac1634ca020b0479: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/d9/e0e2062cb560e8c505e2362942e3b6c2610a69: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/db/588406c5ff93ff870b84f0557dc05133041178: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/dc/79374c3e870749b767cb91adaf0d74bbb98e5c: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/dc/db25ea69889f62bfdfbd6e88f8f69ddd3ab169: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/df/5a080f1e32b2cc65502173ecbd2dfac6e4a294: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e1/ac6e158778579cb6272e4199b883a80d88ebe8: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e2/054d59570991a38c8abc7b870495e9b9693e1a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e2/b1a4fb734102d732a0c0a62ac8c95f0ecbd787: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e2/bab9107f175f038fda6a7df985f80326348885: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e3/b1e744f92b1623d923351343bfda99732e7a27: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e6/0df5de3b33c6118acd788e09ceceb944e7b3b5: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e6/604819711ea2c17846689ff05719cc5e1dfc05: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e8/4e059c3979b6c40326be3c557b7749070e7e07: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e9/b704cdb8924387fd640f44d587ad5e84a538bc: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ea/2cd353fdd26d0ebea659947e6bb443c05079b0: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ea/42552bf03db4591bc2deac3d8e64e8168b49e9: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e9/cf1085859131446493905320ad8fd75e3b4d36: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/e9/f633ef58b39368a08b2b66c58dfd15e8b2dd6a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/eb/675c42dcd5b574c5ddc2da274805f6c3ab07d5: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f0/7b03526de335575c8c4f107245f7fc64f6b434: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ef/2570d34621f56940f475df0bf23e3458a9c71a: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ef/e46eca839d14802ca8b2d52a12e76c80ced9d3: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f1/31c06ce837fe81005faf873591b122472c758b: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f1/5f5550efd681b93c9b612ce594f719ea854746: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f2/17263f2c0cbbe1e1baace4dabf1503f9c64e7c: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f3/01d54e518a1219a3d4b6360885d9d1e1b2b3e0: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f6/9da33f6f14bb45712aeee2033accc5eda62e20: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f3/384da8e13f40661d0d83d2d8c91fcb03f7dc90: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f9: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f7/133fafbe25ee3545da5059d43532f6e4f64a32: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/f9/36adaea1eb0e55b5c2ddb4699afe362a7730c7: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fa/94bb8f312e4b452ff06589160a8edcd0892db2: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fb/b0e2e4e6979cf44a712b7ed886a6b9e4ff4558: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fa/a1f550d986e8691963eb4ec560590976ba62c1: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fe/22fd15f72adfe812f0721e16fa9464cf3db2f1: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fe/2a0bf3c421b098b0508cf72b7b8d43a15d53a1: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fe/ab2c6ab1fc1c4cd8a5cfa1449e3cca0ee21b19: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fd/157de7c65deaae758a9f805197b2bc317be80f: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/fd/d633e9c0f3e9a65f2bdcfc1c4a2e7967e59e17: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/sourcetreeconfig.json: unresolved conflict results in No Copy
2025-12-10 21:46:33: /.git/objects/ff/513a0fe3997f8075f6401a31cee0d62b98edc8: unresolved conflict results in No Copy
2025-12-10 21:46:33: Save State File C:/Users/grabacr/VPSsync/01-WorkspaceSync/modelica-shared/CustomLib/PropulsionSystem/_gsdata_/_file_state_v4._gs
2025-12-10 21:46:34: Save State File sftp://os3-310-44666.vs.sakura.ne.jp/home/ubuntu/VPSsync/01-WorkspaceSync/modelica-shared/CustomLib/PropulsionSystem/_gsdata_/_file_state_v4._gs
2025-12-10 21:46:53: == Sync Complete. Time: 00:00:22, Speed: 573.44 KB/s, OK: 0, Errors: 0, Conflicts: 261
